Regions,Existing Stores Revenue,Store Type,Budget Version,Retailers,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Equipment Rental Store,151916.44,26413.92,11916.46,148785.7,3911.25,2655,225586.53,7380,117677.2,59254.08,93977.82,100336.23
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Eyewear Store,253370.03,303857.46,131180.6,268009.47,235425.63,302006.16,227252.98,178533.52,225817.77,393021.57,130321.53,358450.8
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Golf Shop,476159.68,660700.47,723531.05,609530.48,286663.01,599438.18,478727.44,389821.39,603953.37,357856.51,467357.08,451803.51
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Outdoors Shop,2655454.21,3120542.02,2931015.7,3422369.09,3091201.22,4104108.99,2377845.89,3514502.83,3635277.18,2906569.99,2968549.37,4161715.3
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Sports Store,4911914.44,3203027.29,4303014.43,3676529.44,3113562.2,2860594.24,3667674.61,2697392.07,2807047.48,2942985,2676711.36,2410082.18
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Warehouse Store,402711.38,586020.46,470767.47,593582.52,951064.05,305572.31,1264735.19,1153026.41,197858.44,978226.69,1004015.69,1397430.35
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Department Store,747261.02,1654169.52,968486.7,1275273.59,1641329.72,1743641.01,1592530.02,2201627.78,1866499.05,1585525.73,1832694.08,1825877.39
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Direct Marketing,329829.45,565454.12,7021.26,226576.85,81934.79,461959.77,228165.97,222221.23,224418.52,43755.78,338970.74,66154.91
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Equipment Rental Store,168171.5,29240.21,13191.52,164705.77,4329.75,2939.09,249724.29,8169.66,130268.66,65594.27,104033.45,111072.21
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Eyewear Store,279973.88,335762.49,144954.56,296150.46,260145.32,333716.81,251114.54,197279.54,249528.64,434288.83,144005.29,396088.13
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Golf Shop,522347.17,724788.42,793713.56,668654.94,314469.32,657583.68,525164,427634.06,662536.85,392568.59,512690.72,495628.45
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Outdoors Shop,2891789.63,3398270.26,3191876.1,3726959.94,3366318.13,4469374.69,2589474.17,3827293.58,3958816.85,3165254.72,3232750.26,4532107.96
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Sports Store,5309779.51,3462472.5,4651558.6,3974328.32,3365760.74,3092302.37,3964756.25,2915880.83,3034418.33,3181366.79,2893524.98,2605298.84
Northern Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Warehouse Store,432109.31,628799.95,505133.5,636914.04,1020491.73,327879.09,1357060.86,1237197.34,212302.11,1049637.24,1077308.84,1499442.77
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Department Store,31.66263839,37.85992845,30.35794449,28.24902445,35.89771023,33.44246384,35.66952748,38.38946586,38.38033855,28.9335727,29.94670411,30.91419897
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Direct Marketing,35.29570012,35.16671252,35.0611772,41.97960347,35.29570012,45.39264416,33.78302726,42.83561214,35.33087856,36.23379182,49.3436233,41.60436679
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Equipment Rental Store,41.87443275,50.23075485,49.54473858,50.79744087,44.22197549,44.07875823,44.30841729,51.09311784,52.54160165,44.52166179,50.04421576,51.91232801
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Eyewear Store,24.53028776,29.67373519,28.67561864,39.33118719,29.412966,32.5062281,25.77118941,27.3717727,33.89999445,36.80442368,28.00121557,26.49055269
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Golf Shop,30.77645629,36.25276597,36.10120759,40.30678947,34.53510426,35.26258452,32.98920873,36.86910341,40.8803487,36.82868784,44.21463319,30.80676796
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Outdoors Shop,34.02355738,39.20257582,37.35737813,50.64619672,48.47398599,42.212908,34.27911159,47.47023283,47.93487684,46.19861637,44.48966363,52.19113804
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Sports Store,39.52481402,38.47725615,39.49748643,37.10176712,39.26975646,31.25366142,36.60987038,30.77998308,26.84480916,37.42969828,29.55935043,32.16458131
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Warehouse Store,31.00834468,34.28734445,37.00720843,37.85065057,39.60387299,30.48711639,40.15353191,41.00645093,30.97043717,38.24867944,40.81691337,35.32980103
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Department Store,32.43672497,38.78552607,31.10013398,28.93965517,36.77533563,34.2600635,36.54157428,39.32800958,39.31865912,29.64093922,30.67883962,31.66998774
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Direct Marketing,36.15860762,36.02646653,35.91835109,43.0059187,36.15860762,46.50240124,34.60895301,43.88285503,36.1946461,37.11963374,50.54997371,42.62150826
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Equipment Rental Store,42.89817677,51.45879381,50.75600585,52.03933414,45.30311211,45.15639348,45.39166724,52.3422398,53.82613607,45.61012513,51.26769422,53.18147799
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Eyewear Store,25.130003,30.39919718,29.37667873,40.29275408,30.13205272,33.30093873,26.40124216,28.04095643,34.72877981,37.70421638,28.68578788,27.13819239
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Golf Shop,31.52887754,37.13907177,36.98380809,41.29220783,35.37941675,36.12468241,33.79572724,37.7704774,41.87978941,37.72907375,45.29559032,31.55993028
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Outdoors Shop,34.85536359,40.16099841,38.27068942,51.88439237,49.65907554,43.24492703,35.11716557,48.63078268,49.10678628,47.3280778,45.57734467,53.46710434
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Sports Store,40.49111469,39.41794617,40.46311899,38.00882925,40.22982148,32.01774936,37.50490664,31.53249056,27.5011097,38.34477766,30.28201594,32.95093938
Northern Europe,GROSS MARGIN %,Franchise Store,Budget version 2,Warehouse Store,31.76643512,35.12559972,37.91195879,38.77602136,40.57210647,31.23246387,41.13520343,42.00897457,31.72760085,39.18378122,41.8148032,36.19354222
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Department Store,32.26021347,38.57446618,30.93089583,28.78217374,36.57521464,34.07362991,36.34272535,39.11399765,39.10469808,29.4796416,30.51189403,31.49764861
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Direct Marketing,28.81916559,28.29078647,29.30186612,30.80773123,25.90258966,41.05689544,24.79247868,31.43593357,25.9284062,26.59103058,36.21199246,30.53235486
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Equipment Rental Store,26.25889335,25.27858368,31.1436843,30.53203809,27.44029219,30.47338708,36.43903229,31.92290481,32.65185303,27.59110906,31.39504575,26.12483391
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Eyewear Store,25.23582669,30.52720971,29.50038538,40.46242887,30.25894029,33.44117064,26.5124191,28.15903829,34.87502443,37.86299071,28.80658516,27.25247267
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Golf Shop,26.50648367,31.22300178,31.09247083,43.43199606,29.74365108,30.37019961,28.41223545,31.75382762,35.2085466,31.71901936,38.08022736,26.53258986
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Outdoors Shop,33.16679136,48.0912813,36.41666133,49.37084682,47.25333573,41.14992141,33.41591032,42.0897752,46.72780219,45.03526345,43.3693448,46.69180069
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Sports Store,48.42737962,47.14386991,48.39389676,45.45856584,48.11487291,38.29323334,44.85587432,37.71286373,32.89133158,45.86036019,36.21729589,39.40932875
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 1,Warehouse Store,27.86702315,30.81384162,33.25816791,34.01616457,35.5917756,27.39859825,36.08575095,36.85226442,27.83295589,34.37387086,36.68192809,31.75069142
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Department Store,32.27687276,38.59438618,30.94686866,28.79703696,36.59410221,34.09122566,36.36149287,39.13419627,39.12489189,29.49486499,30.52765049,31.51391411
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Direct Marketing,28.66293924,28.13742443,29.1430231,30.64072503,25.76217384,40.83432937,24.65808068,31.26552194,25.78785043,26.44688278,36.01569021,30.36684146
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Equipment Rental Store,26.26741621,25.28678836,31.15379262,30.54194789,27.4491985,30.48327784,36.45085932,31.93326604,32.66245085,27.60006432,31.40523566,26.13331326
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Eyewear Store,25.23582669,30.52720971,29.50038538,40.46242886,30.25894029,33.44117063,26.5124191,28.15903829,34.87502442,37.86299071,28.80658516,27.25247266
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Golf Shop,26.44907482,31.15537769,31.02512946,43.33792922,29.67923103,30.30442256,28.35069904,31.68505384,35.13229045,31.65032098,37.99775161,26.47512446
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Outdoors Shop,33.15911386,48.08014906,36.40823154,49.35941839,47.24239746,41.14039597,33.40817515,42.0800322,46.71698557,45.02483862,43.3593056,46.6809924
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Sports Store,48.14918925,46.87305264,48.11589873,45.19742978,47.83847773,38.07325843,44.59820042,37.49622274,32.70238781,45.59691603,36.00924617,39.18294244
Northern Europe,GROSS MARGIN %,Corporate Store,Budget version 2,Warehouse Store,27.86702315,30.81384162,33.25816791,34.01616457,35.5917756,27.39859825,36.08575095,36.85226442,27.83295589,34.37387086,36.68192809,31.75069142
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Department Store,89402.1061,114616.1587,59932.44488,79743.59724,101353.8833,94417.48002,100695.5012,134143.0895,108350.655,81685.64958,937252.277,937252.277
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Direct Marketing,1807.557459,7517.451954,2745.634089,11525.37479,3451.516307,15360.76483,9276.010028,8541.663165,3261.852957,1254.080927,37490.09108,37490.09108
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Equipment Rental Store,10908.35284,5196.665354,8774.322918,18626.30291,1404.693622,3258.302166,32449.25939,9249.006964,9695.697337,6608.992664,56183.41279,56183.41279
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Eyewear Store,10554.6185,12767.2559,7696.621799,16925.29009,8786.312191,13987.09543,11089.71546,7520.804663,14588.43796,15837.55257,6970.651353,6970.651353
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Golf Shop,38284.208,45093.73518,44914.8702,62733.78035,30395.19013,69008.55304,41033.98813,33299.28778,50855.08789,45816.26572,102547.2051,102547.2051
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Outdoors Shop,122961.1924,178266.8406,135003.6146,183018.1521,175172.2227,236508.5663,123864.832,183186.7309,205837.8167,182486.1693,349867.5929,349867.5929
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Sports Store,187706.2856,148527.3496,152438.1453,143211.0643,151587.2298,120623.0199,172965.7472,118789.1658,93054.89033,144473.5314,38212.40017,38212.40017
Northern Europe,Returns and Allowances,Franchise Store,Budget version 1,Warehouse Store,27177.07261,31319.81188,22785.07414,47776.93572,49993.17881,26523.00857,50676.69589,63714.92779,15168.08682,48282.22189,100424.3946,100424.3946
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Department Store,104462.034,133923.4341,70028.16117,93176.53387,118427.1072,110322.2557,117657.8197,156739.7077,126602.4963,95445.72803,105133.9236,105133.9236
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Direct Marketing,2112.043407,8783.778771,3208.140547,13466.84263,4032.929755,17948.31026,10838.56877,9980.52,3811.31731,1465.332867,43805.35694,43805.35694
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Equipment Rental Store,12745.88234,6072.051953,10252.37166,21763.93346,1641.316512,3807.168383,37915.38908,10807.017,11328.95308,7722.28806,65647.59862,65647.59862
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Eyewear Store,12332.56088,14917.92059,8993.130064,19776.38231,10266.38055,16343.24405,12957.79579,8787.69625,17045.88369,18505.41365,8144.868733,8144.868733
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Golf Shop,44733.24413,52689.84707,52480.852,73301.38609,35515.30857,80633.15428,47946.22913,38908.60612,59421.70887,53534.08903,119821.446,119821.446
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Outdoors Shop,143674.2022,208296.1753,157745.1897,213847.8528,204680.2641,276348.8129,144730.0613,214044.829,240511.5265,213226.2567,408803.3491,408803.3491
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Sports Store,219325.7099,173547.0195,178116.5949,167335.1973,177122.3414,140942.1607,202102.1042,138799.391,108730.1356,168810.329,44649.34015,44649.34015
Northern Europe,Returns and Allowances,Franchise Store,Budget version 2,Warehouse Store,31755.094,36595.68434,26623.25635,55825.03704,58414.60982,30990.85183,59213.26645,74447.80938,17723.17533,56415.43946,117341.0446,117341.0446
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Department Store,15277.91514,33819.85789,19800.92252,26073.24763,33557.34541,35649.12203,32559.62472,45012.76172,38160.98158,32416.42057,37469.83152,37330.46283
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Direct Marketing,7473.480628,12812.41065,159.0920027,5133.918972,1856.52935,10467.37143,5169.926192,5035.226643,5085.014213,991.4457207,7680.609502,1498.97908
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Equipment Rental Store,3487.998541,606.4630952,273.6016924,3416.116811,89.80222478,60.95874894,5179.46239,169.4446581,2701.866249,1360.472537,2157.72894,2303.717911
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Eyewear Store,5817.371016,6976.561438,3011.904053,6153.492277,5405.367937,6934.055625,5217.72405,4099.126186,5184.771656,9023.767689,2992.179822,8230.023474
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Golf Shop,10932.6171,15169.67008,16612.25899,13994.8081,6581.777196,13763.08908,10991.57282,8950.291617,13866.75776,8216.378587,10730.50957,10373.3999
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Outdoors Shop,60969.17759,71647.58476,67296.0641,78577.52849,70973.92056,94230.26348,54595.2959,80692.91739,83465.89414,66734.79107,68157.83644,95552.90325
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Sports Store,112777.4611,73541.44498,98797.12856,84413.04523,71487.32823,65679.18873,84209.73851,61932.07005,64449.75616,67570.879,61457.24135,55335.4405
Northern Europe,Returns and Allowances,Corporate Store,Budget version 1,Warehouse Store,9246.24554,13455.01849,10808.81206,13628.64324,21836.4123,7015.934361,29038.29564,26473.4642,4542.825977,22460.06599,23052.18093,32084.97396
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Department Store,19165.10251,42424.70502,24838.90678,32707.11081,42095.40102,44719.39213,40843.82847,56465.43947,47870.34861,40664.18863,47003.34799,46828.51948
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Direct Marketing,9374.971716,16072.29528,199.5700665,6440.15119,2328.889445,13130.60353,6485.319791,6316.348394,6378.803505,1243.701035,9634.800762,1880.367018
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Equipment Rental Store,4375.456269,760.7665889,343.214662,4285.285541,112.650766,76.46859283,6497.282301,212.5567665,3389.306927,1706.620006,2706.723786,2889.856994
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Eyewear Store,7297.495163,8751.620485,3778.228207,7719.13636,6780.665402,8698.299842,6545.278944,5142.074217,6503.942413,11319.7011,3753.485504,10324.00312
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Golf Shop,13714.22248,19029.31647,20838.94586,17555.53224,8256.39058,17264.85654,13788.17841,11227.53038,17394.90182,10306.88654,13460.69238,13012.72265
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Outdoors Shop,76481.67486,89877.00834,84418.32246,98570.15008,89031.94254,118205.4385,68486.07502,101223.7612,104702.2714,83714.24373,85499.35709,119864.5999
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Sports Store,141471.6329,92252.7268,123934.2593,105890.4078,89675.97745,82390.06259,105635.3734,77689.55778,80847.82328,84763.05901,77093.91755,69414.53593
Northern Europe,Returns and Allowances,Corporate Store,Budget version 2,Warehouse Store,11598.78439,16878.40299,13558.91751,17096.2034,27392.28987,8801.011131,36426.56131,33209.1552,5698.665343,28174.62089,28917.3887,40248.41147
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Department Store,37807.78931,48470.71023,25345.1887,33723.24496,42862.14757,39928.77067,42583.72048,56728.57036,45821.05405,34544.53104,396360.1996,396360.1996
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Direct Marketing,764.4087434,3179.100047,1161.117559,4874.034416,1459.632296,6496.005361,3922.787148,3612.234828,1379.424431,530.3457553,15854.40799,15854.40799
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Equipment Rental Store,4613.098326,2197.648774,3710.625697,7876.988217,594.0392553,1377.922816,13722.66064,3911.367662,4100.271215,2794.916285,23759.73818,23759.73818
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Eyewear Store,4463.505503,5399.220915,3254.87025,7157.636771,3715.695912,5915.086124,4689.795845,3180.517894,6169.391449,6697.636967,2947.860282,2947.860282
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Golf Shop,16190.23682,19069.95834,18994.31707,26529.86215,12854.00305,29183.43815,17353.10773,14082.13421,21506.41112,19375.51359,43366.79855,43366.79855
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Outdoors Shop,51999.79128,75388.32636,57092.48295,77397.63678,74079.62496,100018.5167,52381.93681,77468.92807,87047.98071,77172.66342,147957.5909,147957.5909
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Sports Store,79380.22947,62811.61583,64465.4755,60563.38023,64105.6268,51010.98757,73146.51537,50235.45809,39352.537,61097.27247,16159.86958,16159.86958
Northern Europe,Cash Discount,Franchise Store,Budget version 1,Warehouse Store,11493.07416,13245.02185,9635.715757,20204.67301,21141.91325,11216.47312,21430.96986,26944.78543,6414.522608,20418.35648,42469.07055,42469.07055
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Department Store,39875.38177,51121.42525,26731.23961,35567.46617,45206.14744,42112.35312,44912.49402,59830.88251,48326.86747,36433.66588,418035.9277,418035.9277
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Direct Marketing,806.2119217,3352.955313,1224.61553,5140.580463,1539.455125,6851.252043,4137.31239,3809.776912,1454.860938,559.348744,16721.43711,16721.43711
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Equipment Rental Store,4865.374576,2317.83147,3913.548477,8307.756631,626.5254468,1453.277204,14473.11101,4125.268406,4324.502518,2947.761715,25059.08565,25059.08565
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Eyewear Store,4707.600979,5694.487808,3432.869157,7549.066052,3918.895967,6238.564108,4946.266448,3354.450698,6506.776614,7063.910265,3109.069753,3109.069753
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Golf Shop,17075.6314,20112.83609,20033.05822,27980.69923,13556.9492,30779.39121,18302.09616,14852.2431,22682.53102,20435.10121,45738.39624,45738.39624
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Outdoors Shop,54843.50096,79511.08354,60214.69638,81630.27701,78130.81327,105488.2238,55246.54486,81705.46701,91808.36877,81393.00055,156048.9394,156048.9394
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Sports Store,83721.29164,66246.59116,67990.89535,63875.40642,67611.36762,53800.62259,77146.67477,52982.68178,41504.60699,64438.49559,17043.60346,17043.60346
Northern Europe,Cash Discount,Franchise Store,Budget version 2,Warehouse Store,12121.59526,13969.35162,10162.66361,21309.60483,22298.09988,11829.86776,22602.96411,28418.31341,6765.313247,21534.974,44791.57424,44791.57424
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Department Store,4384.228692,9705.119443,5682.174029,7482.11253,9629.787518,10230.05444,9343.476486,12917.09239,10950.87051,9302.381889,10752.53455,10712.5406
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Direct Marketing,2144.628235,3676.714908,45.65385502,1473.255654,532.7591605,3003.770456,1483.588469,1444.934398,1459.221694,284.5103363,2204.066997,430.1547057
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Equipment Rental Store,1000.933906,174.0337525,78.51414141,980.3063569,25.77010585,17.49303446,1486.325026,48.62470596,775.3413615,390.4081595,619.1929355,661.0866776
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Eyewear Store,1669.382548,2002.029762,864.311396,1765.837625,1551.152037,1989.832077,1497.304787,1176.306221,1487.8486,2589.506542,858.6512299,2361.729641
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Golf Shop,3137.279733,4353.166136,4767.138829,4016.02173,1888.740457,3949.526456,3154.197968,2568.421472,3979.275749,2357.814035,3079.281923,2976.803906
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Outdoors Shop,17496.02712,20560.35747,19311.62284,22549.00958,20367.03935,27040.79849,15666.94542,23156.0524,23951.79999,19150.55706,19558.92144,27420.34997
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Sports Store,32363.1972,21103.82929,28351.32946,24223.59932,20514.36944,18847.63602,24165.25738,17772.34367,18494.83175,19390.48513,17636.08439,15879.3411
Northern Europe,Cash Discount,Corporate Store,Budget version 1,Warehouse Store,2653.349924,3861.120942,3101.752006,3910.945189,6266.288588,2013.328418,8332.977877,7596.960725,1303.632584,6445.255442,6615.171776,9207.268275
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Department Store,4952.232312,10962.47698,6418.3344,8451.465933,10877.38534,11555.42051,10553.98097,14590.58065,12369.6227,10507.56231,12145.59111,12100.4157
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Direct Marketing,2422.47793,4153.055793,51.56859094,1664.124927,601.7813655,3392.927276,1675.796422,1632.134479,1648.272782,321.370389,2489.617346,485.8838766
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Equipment Rental Store,1130.61101,196.5808887,88.68612824,1107.311036,29.10878055,19.75936398,1678.887516,54.92433377,875.7915732,440.9879224,699.4131644,746.7344968
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Eyewear Store,1885.66126,2261.404953,976.2882194,1994.612681,1752.113263,2247.626983,1691.289773,1328.703881,1680.608479,2924.992939,969.8947441,2667.706149
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Golf Shop,3543.733495,4917.145412,5384.750798,4536.321887,2133.438325,4461.211745,3562.843591,2901.17617,4494.815241,2663.283252,3478.221715,3362.467044
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Outdoors Shop,19762.74436,23224.07743,21813.5616,25470.37157,23005.71376,30544.09919,17696.69395,26156.0605,27054.90206,21631.62876,22092.89924,30972.82388
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Sports Store,36556.04718,23837.95934,32024.41745,27361.91465,23172.13137,21289.46244,27296.01415,20074.8594,20890.95023,21902.64098,19920.9469,17936.60679
Northern Europe,Cash Discount,Corporate Store,Budget version 2,Warehouse Store,2997.107622,4361.352757,3503.602934,4417.632039,7078.124569,2274.167418,9412.566085,8581.193414,1472.526152,7280.277673,7472.207706,10400.12615
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Department Store,56711.68397,72706.06535,38017.78304,50584.86744,64293.22136,59893.15601,63875.58072,85092.85554,68731.58108,51816.79656,594540.2995,594540.2995
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Direct Marketing,1146.613115,4768.65007,1741.676338,7311.051624,2189.448443,9744.008041,5884.180722,5418.352242,2069.136647,795.518633,23781.61198,23781.61198
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Equipment Rental Store,6919.647489,3296.473161,5565.938546,11815.48232,891.0588829,2066.884224,20583.99096,5867.051492,6150.406822,4192.374427,35639.60727,35639.60727
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Eyewear Store,6695.258254,8098.831373,4882.305375,10736.45516,5573.543868,8872.629186,7034.693767,4770.776841,9254.087173,10046.45545,4421.790424,4421.790424
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Golf Shop,24285.35523,28604.93752,28491.4756,39794.79322,19281.00458,43775.15723,26029.66159,21123.20132,32259.61668,29063.27038,65050.19783,65050.19783
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Outdoors Shop,77999.68693,113082.4895,85638.72443,116096.4552,111119.4374,150027.7751,78572.90521,116203.3921,130571.9711,115758.9951,221936.3864,221936.3864
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Sports Store,119070.3442,94217.42375,96698.21325,90845.07034,96158.44019,76516.48135,109719.7731,75353.18714,59028.8055,91645.90871,24239.80437,24239.80437
Northern Europe,Volume Discount,Franchise Store,Budget version 1,Warehouse Store,17239.61124,19867.53278,14453.57364,30307.00951,31712.86988,16824.70968,32146.45479,40417.17815,9621.783912,30627.53473,63703.60583,63703.60583
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Department Store,62484.66571,80107.19962,41887.81391,55734.16818,70837.96782,65989.99659,70377.81333,93754.90658,75728.13161,57091.50187,655061.6957,655061.6957
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Direct Marketing,1263.332918,5254.076138,1918.970768,8055.28217,2412.32396,10735.90207,6483.162546,5969.914925,2279.764991,876.4986749,26202.46783,26202.46783
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Equipment Rental Store,7624.034942,3632.038569,6132.524818,13018.24266,981.7644713,2277.283283,22679.34408,6464.289641,6776.489206,4619.138355,39267.55107,39267.55107
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Eyewear Store,7376.803942,8923.254179,5379.301017,11829.37561,6140.904326,9775.820958,7750.792388,5256.419404,10196.10957,11069.13719,4871.907817,4871.907817
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Golf Shop,26757.48977,31516.78514,31391.77333,43845.71533,21243.71983,48231.26161,28679.35827,23273.44351,35543.49338,32021.77412,71672.00092,71672.00092
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Outdoors Shop,85939.68689,124593.7532,94356.34235,127914.5263,122430.8717,165299.8945,86571.25609,128032.3489,143863.5814,127542.7144,244528.4629,244528.4629
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Sports Store,131191.1432,103808.3128,106541.6349,100092.6697,105946.9155,84305.49798,120888.7281,83023.78592,65037.65928,100975.0296,26707.30204,26707.30204
Northern Europe,Volume Discount,Franchise Store,Budget version 2,Warehouse Store,18994.52229,21889.95384,15924.87921,33392.12003,34941.09034,18537.38571,35418.81216,44531.45611,10601.2361,33745.2732,70188.33221,70188.33221
Northern Europe,Volume Discount,Corporate Store,Budget version 1,Department Store,17536.91465,38820.47752,22728.69597,29928.44993,38519.14982,40920.21749,37373.9057,51668.36923,43803.48174,37209.52732,43010.13791,42850.16211
Northern Europe,Volume Discount,Corporate Store,Budget version 1,Direct Marketing,8578.512886,14706.85953,182.6154189,5893.022576,2131.036628,12015.08175,5934.353839,5779.737554,5836.886737,1138.041338,8816.267931,1720.618812
