Products,Budget version,Month,Freight,Other Sales Revenue,Other Sales Cost of Goods Sold,Quantity
Climbing Accessories,Budget version 1,Sep,5720.66,27282.48,11861.95,12
Climbing Accessories,Budget version 1,Oct,7412.25,35352,15370.43,15
Climbing Accessories,Budget version 1,Nov,9587.97,45726.53,19881.1,20
Climbing Accessories,Budget version 2,Dec,7012.42,33443.97,14540.86,15
Climbing Accessories,Budget version 2,Jan,3360.97,16029.12,6969.18,7
Climbing Accessories,Budget version 2,Feb,1037.17,4947.2,2150.96,2
Climbing Accessories,Budget version 2,Mar,6099.41,29090.26,12647.94,13
Climbing Accessories,Budget version 2,Apr,7925.42,37797.69,16433.78,16
Climbing Accessories,Budget version 2,May,10249.23,48879.61,21252,21
Cooking Gear,Budget version 1,Jun,8524.03,40654.03,17675.67,18
Cooking Gear,Budget version 1,Jul,8219.89,39202.22,17044.44,17
Cooking Gear,Budget version 1,Aug,4363.4,20811.14,9048.32,9
Cooking Gear,Budget version 1,Sep,20397.07,97279.08,42295.25,42
Cooking Gear,Budget version 1,Oct,4363.4,20811.14,9048.32,9
Cooking Gear,Budget version 1,Nov,16439.77,78403.87,34088.64,34
Cooking Gear,Budget version 2,Dec,9145.99,43618.59,18964.6,19
Cooking Gear,Budget version 2,Jan,8779.76,41873.46,18205.85,18
Cooking Gear,Budget version 2,Feb,4651.02,22183.21,9644.87,10
Cooking Gear,Budget version 2,Mar,21845.46,104185.56,45298.07,45
Cooking Gear,Budget version 2,Apr,4703.42,22432.11,9753.09,10
Cooking Gear,Budget version 2,May,17611.92,83996.38,36520.17,37
Eyewear,Budget version 1,Jun,1004.13,4790,2082.61,2
Eyewear,Budget version 1,Jul,2510.62,11974.99,5206.52,5
Eyewear,Budget version 1,Aug,1004.13,4790,2082.61,2
Eyewear,Budget version 1,Sep,3766.5,17962.2,7809.65,8
Eyewear,Budget version 1,Oct,5774.77,27542.2,11974.87,12
Eyewear,Budget version 2,Nov,1034.32,4933.53,2145.01,2
Eyewear,Budget version 2,Dec,2715.66,12950.65,5630.72,6
Eyewear,Budget version 2,Jan,1034.32,4933.53,2145.01,2
Eyewear,Budget version 2,Feb,4008.56,19117.84,8312.1,8
Eyewear,Budget version 2,Mar,6207.06,29601.72,12870.31,13
First Aid,Budget version 1,Apr,344.58,1644.32,714.92,1
First Aid,Budget version 1,May,574.69,2740.15,1191.37,1
First Aid,Budget version 1,Jun,574.69,2740.15,1191.37,1
First Aid,Budget version 2,Jul,369.64,1763.93,766.93,1
First Aid,Budget version 2,Aug,621.39,2963.42,1288.44,1
First Aid,Budget version 2,Sep,621.39,2963.42,1288.44,1
Golf Accessories,Budget version 1,Oct,152.64,728.47,316.73,0
Golf Accessories,Budget version 2,Nov,157.2,750.68,326.38,0
Insect Repellents,Budget version 1,Dec,580.38,2769.2,1204,1
Insect Repellents,Budget version 1,Jan,504.06,2404.68,1045.51,1
Insect Repellents,Budget version 1,Feb,473.87,2258.87,982.12,1
Insect Repellents,Budget version 2,Mar,621.96,2965.13,1289.19,1
Insect Repellents,Budget version 2,Apr,542.79,2589.79,1126,1
Insect Repellents,Budget version 2,May,503.49,2401.83,1044.27,1
Irons,Budget version 1,Jun,1507.62,7190.69,3126.39,3
Irons,Budget version 1,Jul,3015.25,14381.38,6252.77,6
Irons,Budget version 2,Aug,1553.19,7406.55,3220.24,3
Irons,Budget version 2,Sep,3105.81,14812.54,6440.23,6
Knives,Budget version 1,Oct,2228.69,10627.98,4620.86,5
Knives,Budget version 1,Nov,8294.5,39559.34,17199.71,17
Knives,Budget version 1,Dec,1980.93,9446.72,4107.27,4
Knives,Budget version 1,Jan,3342.75,15941.97,6931.29,7
Knives,Budget version 1,Feb,2600.04,12399.31,5391,5
Knives,Budget version 1,Mar,13494.58,64357.39,27981.47,28
Knives,Budget version 2,Apr,2359.12,11250.51,4891.53,5
Knives,Budget version 2,May,8862.35,42266.45,18376.72,18
Knives,Budget version 2,Jun,2103.95,10034.5,4362.83,4
Knives,Budget version 2,Jul,3634.36,17332.27,7535.77,8
Knives,Budget version 2,Aug,2805.08,13379.53,5817.19,6
Knives,Budget version 2,Sep,14473.08,69024.94,30010.84,30
Lanterns,Budget version 1,Oct,5277.54,25168.84,10942.97,11
Lanterns,Budget version 1,Nov,7256.19,34607.01,15046.53,15
Lanterns,Budget version 1,Dec,7769.36,37054.41,16110.61,16
Lanterns,Budget version 1,Jan,5863.62,27965.38,12158.86,12
Lanterns,Budget version 1,Feb,6670.11,31810.48,13830.64,14
Lanterns,Budget version 1,Mar,15465.82,73759.12,32069.18,32
Lanterns,Budget version 2,Apr,5661.99,27003.96,11740.85,12
Lanterns,Budget version 2,May,7776.2,37085.74,16124.23,16
Lanterns,Budget version 2,Jun,8342.34,39786.02,17298.27,17
Lanterns,Budget version 2,Jul,6266.3,29884.8,12993.39,13
Lanterns,Budget version 2,Aug,7134.3,34024.92,14793.44,15
Lanterns,Budget version 2,Sep,16571.34,79032.1,34361.78,34
Navigation,Budget version 1,Oct,10062.98,47991.67,20865.94,21
Navigation,Budget version 1,Nov,8721.1,41592.66,18083.77,18
Navigation,Budget version 1,Dec,5702.43,27195.33,11824.06,12
Navigation,Budget version 2,Jan,10710,51079.25,22208.37,22
Navigation,Budget version 2,Feb,9500.82,45312.46,19701.07,20
Navigation,Budget version 2,Mar,6219.02,29658.68,12895.08,13
Packs,Budget version 1,Apr,29137.53,138964.58,60419.38,60
Packs,Budget version 1,May,15451.58,73693.05,32040.46,32
Packs,Budget version 1,Jun,4414.66,21055.48,9154.56,9
Packs,Budget version 1,Jul,31786.56,151597.42,65911.92,66
Packs,Budget version 1,Aug,5298.04,25266.24,10985.32,11
Packs,Budget version 1,Sep,12803.13,61060.21,26547.92,27
Packs,Budget version 2,Oct,31375.9,149639.84,65060.8,65
Packs,Budget version 2,Nov,16597.54,79157.4,34416.26,34
Packs,Budget version 2,Dec,4774.62,22771,9900.43,10
Packs,Budget version 2,Jan,34104.66,162651.43,70718.01,71
Packs,Budget version 2,Feb,5684.21,27108.76,11786.42,12
Packs,Budget version 2,Mar,13641.52,65060.8,28287.3,28
Putters,Budget version 1,Apr,1168.74,5574.28,2423.6,2
Putters,Budget version 2,May,1204.05,5741.16,2496.16,2
Rope,Budget version 1,Jun,25127.26,119838.2,52103.57,52
Rope,Budget version 1,Jul,14780.64,70493.26,30649.24,31
Rope,Budget version 1,Aug,14041.92,66968.26,29116.63,29
Rope,Budget version 1,Sep,35473.88,169183.14,73557.89,74
Rope,Budget version 1,Oct,28083.28,133937.08,58233.51,58
Rope,Budget version 2,Nov,27022.76,128878.82,56034.27,56
Rope,Budget version 2,Dec,15604.8,74423.22,32357.92,32
Rope,Budget version 2,Jan,14843.86,70792.85,30779.5,31
Rope,Budget version 2,Feb,38060.82,181519.8,78921.65,79
Rope,Budget version 2,Mar,30067.62,143400.31,62347.96,62
Safety,Budget version 1,Apr,1641.47,7828.03,3403.49,3
Safety,Budget version 1,May,2188.25,10437.18,4537.9,5
Safety,Budget version 1,Jun,2917.85,13916.05,6050.46,6
Safety,Budget version 1,Jul,1641.47,7828.03,3403.49,3
Safety,Budget version 1,Aug,6200.8,29571.54,12857.19,13
Safety,Budget version 1,Sep,3647.46,17394.92,7563.01,8
Safety,Budget version 2,Oct,1784.43,8510.36,3700.16,4
Safety,Budget version 2,Nov,2347.72,11198.11,4868.74,5
Safety,Budget version 2,Dec,3099.54,14781.78,6426.86,6
Safety,Budget version 2,Jan,1784.43,8510.36,3700.16,4
Safety,Budget version 2,Feb,6668.4,31802.5,13827.17,14
Safety,Budget version 2,Mar,3850.79,18364.88,7984.73,8
Sleeping Bags,Budget version 1,Apr,8886.84,42384.35,18427.98,18
Sleeping Bags,Budget version 1,May,10978.26,52357.34,22764.06,23
Sleeping Bags,Budget version 1,Jun,23263.09,110947.37,48237.99,48
Sleeping Bags,Budget version 1,Jul,9671.12,46124.08,20053.95,20
Sleeping Bags,Budget version 1,Aug,25092.52,119673.6,52032,52
Sleeping Bags,Budget version 2,Sep,9557.21,45581.86,19818.2,20
Sleeping Bags,Budget version 2,Oct,11711.29,55853.87,24284.29,24
Sleeping Bags,Budget version 2,Nov,24768.44,118127.81,51359.92,51
Sleeping Bags,Budget version 2,Dec,10365.42,49433.79,21492.95,21
Sleeping Bags,Budget version 2,Jan,26788.1,127757.36,55546.68,56
Sunscreen,Budget version 1,Feb,1053.69,5026.36,2185.37,2
Sunscreen,Budget version 1,Mar,763.21,3639.49,1582.39,2
Sunscreen,Budget version 1,Apr,787.13,3755.11,1632.66,2
Sunscreen,Budget version 1,May,145.24,693.15,301.37,0
Sunscreen,Budget version 2,Jun,1129.44,5385.19,2341.39,2
Sunscreen,Budget version 2,Jul,817.32,3897.5,1694.57,2
Sunscreen,Budget version 2,Aug,842.38,4016.53,1746.32,2
Sunscreen,Budget version 2,Sep,156.06,743.84,323.41,0
Tents,Budget version 1,Oct,61637.18,293962.27,127809.68,128
Tents,Budget version 1,Nov,28535.51,136094,59171.3,59
Tents,Budget version 1,Dec,81041.51,386506.03,168046.1,168
Tents,Budget version 1,Jan,77617.31,370175.05,160945.67,161
Tents,Budget version 1,Feb,68486.13,326624.81,142010.79,142
Tents,Budget version 2,Mar,66425.47,316799.34,137738.84,138
Tents,Budget version 2,Apr,30567.7,145783.92,63384.31,63
Tents,Budget version 2,May,86999.67,414922.51,180401.09,180
Tents,Budget version 2,Jun,82885.17,395297.76,171868.59,172
Tents,Budget version 2,Jul,73479.46,350441.52,152365.88,152
Tools,Budget version 1,Aug,1411.37,6731.63,2926.8,3
Tools,Budget version 1,Sep,1270.12,6058.41,2634.09,3
Tools,Budget version 1,Oct,11715.27,55872.09,24292.21,24
Tools,Budget version 1,Nov,6069.23,28945.59,12585.04,13
Tools,Budget version 1,Dec,30628.64,146075.54,63511.1,64
Tools,Budget version 1,Jan,6633.66,31638.47,13755.86,14
Tools,Budget version 2,Feb,1526.42,7280.11,3165.27,3
Tools,Budget version 2,Mar,1381.18,6586.96,2863.9,3
Tools,Budget version 2,Apr,12575.31,59975.2,26076.17,26
Tools,Budget version 2,May,6541.96,31201.05,13565.67,14
Tools,Budget version 2,Jun,32783.28,156350.96,67978.68,68
Tools,Budget version 2,Jul,7123.48,33974.23,14771.4,15
Watches,Budget version 1,Aug,3409.38,16260.36,7069.72,7
Watches,Budget version 1,Sep,18264.64,87108.45,37873.24,38
Watches,Budget version 1,Oct,6331.79,30197.48,13129.34,13
Watches,Budget version 2,Nov,3637.21,17345.94,7541.71,8
Watches,Budget version 2,Dec,19564.94,93310.39,40569.73,41
Watches,Budget version 2,Jan,6772.63,32299.73,14043.36,14
Woods,Budget version 1,Feb,7166.77,34178.71,14860.31,15
Woods,Budget version 2,Mar,7381.49,35203.91,15306.05,15
Irons,Budget version 1,Apr,12061.56,57524.96,25010.85,25
Irons,Budget version 2,May,12423.8,59250.72,25761.18,26
Lanterns,Budget version 1,Jun,733.02,3495.96,1519.98,2
Lanterns,Budget version 2,Jul,792.83,3780.74,1643.8,2
Sunscreen,Budget version 1,Aug,423.75,2021.94,879.1,1
Sunscreen,Budget version 2,Sep,455.65,2171.73,944.23,1
Watches,Budget version 1,Oct,3653.16,17421.69,7574.65,8
Watches,Budget version 2,Nov,3887.81,18542.58,8061.99,8
Binoculars,Budget version 1,Dec,2412.7,11507.98,5003.47,5
Binoculars,Budget version 1,Jan,4423.54,21098.88,9173.43,9
Binoculars,Budget version 1,Feb,34184.33,163034.27,70884.47,71
Binoculars,Budget version 2,Mar,2485.19,11853.89,5153.87,5
Binoculars,Budget version 2,Apr,4763.93,22718.9,9877.78,10
Binoculars,Budget version 2,May,36660.06,174839.31,76017.09,76
Cooking Gear,Budget version 1,Jun,1122.83,5356.47,2328.9,2
Cooking Gear,Budget version 2,Jul,1229.2,5861.54,2548.5,3
Eyewear,Budget version 1,Aug,1042.45,4969.59,2160.69,2
Eyewear,Budget version 1,Sep,19104.58,91115.13,39615.27,40
Eyewear,Budget version 1,Oct,7989,38102.79,16566.43,17
Eyewear,Budget version 2,Nov,1073.18,5119.3,2225.78,2
Eyewear,Budget version 2,Dec,20393.66,97261.12,42287.44,42
Eyewear,Budget version 2,Jan,8587.05,40952.01,17805.22,18
First Aid,Budget version 1,Feb,1510.5,7202.63,3131.58,3
First Aid,Budget version 2,Mar,1616.87,7711.64,3352.89,3
Golf Accessories,Budget version 1,Apr,3593.04,17133.92,7449.53,7
Golf Accessories,Budget version 1,May,2113.28,10078.64,4382.02,4
Golf Accessories,Budget version 1,Jun,9087.4,43339.49,18843.26,19
Golf Accessories,Budget version 2,Jul,3918.46,18686.18,8124.43,8
Golf Accessories,Budget version 2,Aug,2285.84,10900.47,4739.33,5
Golf Accessories,Budget version 2,Sep,9686.24,46197.38,20085.82,20
Insect Repellents,Budget version 1,Oct,486.16,2318.93,1008.23,1
Insect Repellents,Budget version 1,Nov,1036.15,4940.43,2148.01,2
Insect Repellents,Budget version 1,Dec,1099.19,5242.22,2279.23,2
Insect Repellents,Budget version 2,Jan,522.41,2492.28,1083.6,1
Insect Repellents,Budget version 2,Feb,1110.22,5295.8,2302.52,2
Insect Repellents,Budget version 2,Mar,1175.62,5607.82,2438.18,2
Irons,Budget version 1,Apr,2085.7,9947.84,4325.15,4
Irons,Budget version 1,May,12514.97,59686.26,25950.55,26
Irons,Budget version 2,Jun,2148.73,10246.47,4454.99,4
Irons,Budget version 2,Jul,12890.04,61477.26,26729.24,27
Knives,Budget version 1,Aug,2568.71,12252.59,5327.21,5
Knives,Budget version 2,Sep,2734.18,13040.54,5669.8,6
Lanterns,Budget version 1,Oct,2028.18,9672.06,4205.24,4
Lanterns,Budget version 1,Nov,7199.48,34335.61,14928.53,15
Lanterns,Budget version 2,Dec,2193.65,10460.01,4547.83,5
Lanterns,Budget version 2,Jan,7728.98,36860.2,16026.17,16
Putters,Budget version 1,Feb,6467.48,30845.79,13411.21,13
Putters,Budget version 2,Mar,6870.12,32764.44,14245.41,14
Sleeping Bags,Budget version 1,Apr,5062.56,24144.3,10497.52,10
Sleeping Bags,Budget version 2,May,5400.59,25756.44,11198.45,11
Sunscreen,Budget version 1,Jun,2782.24,13267.46,5768.46,6
Sunscreen,Budget version 2,Jul,2977.65,14200.39,6174.08,6
Watches,Budget version 1,Aug,6401.29,30529.04,13273.5,13
Watches,Budget version 1,Sep,11791.64,56237.41,24451.05,24
Watches,Budget version 2,Oct,6940.24,33100.11,14391.35,14
Watches,Budget version 2,Nov,12666.26,60407.23,26264.01,26
Woods,Budget version 1,Dec,9914.75,47283.96,20558.24,21
Woods,Budget version 1,Jan,16524.05,78806.6,34263.74,34
Woods,Budget version 2,Feb,10211.8,48702.26,21174.9,21
Woods,Budget version 2,Mar,17019.67,81170.44,35291.5,35
Binoculars,Budget version 1,Apr,7238.88,34524.72,15010.75,15
Binoculars,Budget version 1,May,3217.19,15344.49,6671.52,7
Binoculars,Budget version 1,Jun,2412.7,11507.98,5003.47,5
Binoculars,Budget version 1,Jul,18500.23,88230.45,38361.07,38
Binoculars,Budget version 2,Aug,7663.58,36548.17,15890.51,16
Binoculars,Budget version 2,Sep,3521.34,16792.74,7301.19,7
Binoculars,Budget version 2,Oct,2485.19,11853.89,5153.87,5
Binoculars,Budget version 2,Nov,19883.07,94827.94,41229.54,41
Climbing Accessories,Budget version 1,Dec,8917.2,42527.91,18490.4,18
Climbing Accessories,Budget version 1,Jan,8917.2,42527.91,18490.4,18
Climbing Accessories,Budget version 1,Feb,4013.02,19137.68,8320.73,8
Climbing Accessories,Budget version 1,Mar,34999.85,166921.22,72574.44,73
Climbing Accessories,Budget version 1,Apr,7245.18,34553.87,15023.42,15
Climbing Accessories,Budget version 2,May,9528.65,45446.46,19759.33,20
Climbing Accessories,Budget version 2,Jun,9528.65,45446.46,19759.33,20
Climbing Accessories,Budget version 2,Jul,4247.83,20258.93,8808.23,9
Climbing Accessories,Budget version 2,Aug,37485.04,178773.53,77727.62,78
Climbing Accessories,Budget version 2,Sep,7806.99,37232.9,16188.22,16
Cooking Gear,Budget version 1,Oct,11652.17,55572.38,24161.9,24
Cooking Gear,Budget version 1,Nov,5755.96,27451.31,11935.35,12
Cooking Gear,Budget version 1,Dec,8844.71,42181.21,18339.66,18
Cooking Gear,Budget version 1,Jan,14319.37,68293.8,29692.96,30
Cooking Gear,Budget version 1,Feb,26673.61,127214.17,55310.51,55
Cooking Gear,Budget version 2,Mar,12435.39,59308.83,25786.45,26
Cooking Gear,Budget version 2,Apr,6145.2,29309.29,12743.17,13
Cooking Gear,Budget version 2,May,9471.13,45171.47,19639.77,20
Cooking Gear,Budget version 2,Jun,15399.65,73446.19,31933.13,32
Cooking Gear,Budget version 2,Jul,28630.87,136547.41,59368.44,59
Eyewear,Budget version 1,Aug,2431.61,11596.23,5041.84,5
Eyewear,Budget version 1,Sep,5557.4,26506.56,11524.59,12
Eyewear,Budget version 1,Oct,4168.24,19879.92,8643.44,9
Eyewear,Budget version 2,Nov,2683.75,12797.85,5564.28,6
Eyewear,Budget version 2,Dec,6082.17,29007.51,12611.96,13
Eyewear,Budget version 2,Jan,4472.39,21328.96,9273.46,9
First Aid,Budget version 1,Feb,1152.77,5496.72,2389.88,2
First Aid,Budget version 1,Mar,238.75,1137.01,494.35,0
First Aid,Budget version 2,Apr,1228.41,5856.82,2546.44,3
First Aid,Budget version 2,May,245.84,1171.68,509.43,1
Insect Repellents,Budget version 1,Jun,3340.11,15929.15,6925.72,7
Insect Repellents,Budget version 1,Jul,909.29,4335.29,1884.91,2
Insect Repellents,Budget version 1,Aug,1585.35,7561.15,3287.46,3
Insect Repellents,Budget version 2,Sep,3592.25,17133.92,7449.53,7
Insect Repellents,Budget version 2,Oct,969.18,4621.31,2009.27,2
Insect Repellents,Budget version 2,Nov,1698.03,8100.1,3521.78,4
Knives,Budget version 1,Dec,23806.27,113539.33,49364.93,49
Knives,Budget version 1,Jan,1199.26,5718.14,2486.15,2
Knives,Budget version 1,Feb,7706.92,36756.98,15981.3,16
Knives,Budget version 1,Mar,17640.57,84133.12,36579.62,37
Knives,Budget version 2,Apr,25490.9,121572.46,52857.59,53
Knives,Budget version 2,May,1322.96,6309.89,2743.43,3
Knives,Budget version 2,Jun,8291.57,39542.37,17192.33,17
Knives,Budget version 2,Jul,18876.08,90022.24,39140.1,39
Lanterns,Budget version 1,Aug,37011.48,176515.27,76745.77,77
Lanterns,Budget version 1,Sep,6692.83,31918.19,13877.47,14
Lanterns,Budget version 1,Oct,4968.8,23696.74,10302.93,10
Lanterns,Budget version 1,Nov,15311.4,73023.85,31749.5,32
Lanterns,Budget version 1,Dec,11559.98,55131.13,23970.06,24
Lanterns,Budget version 2,Jan,39688.14,189282.39,82296.69,82
Lanterns,Budget version 2,Feb,7206.57,34369.49,14943.26,15
Lanterns,Budget version 2,Mar,5326.53,25403.44,11044.97,11
Lanterns,Budget version 2,Apr,16397.19,78203.82,34001.66,34
Lanterns,Budget version 2,May,12429.09,59275.73,25772.06,26
Navigation,Budget version 1,Jun,8353.03,39836.28,17320.12,17
Navigation,Budget version 1,Jul,11136.85,53114.77,23093.38,23
Navigation,Budget version 1,Aug,6960.73,33197.03,14433.49,14
Navigation,Budget version 1,Sep,22273.71,106229.54,46186.76,46
Navigation,Budget version 1,Oct,4640.22,22131.09,9622.21,10
Navigation,Budget version 2,Nov,8842.35,42170.96,18335.2,18
Navigation,Budget version 2,Dec,11709.69,55848.16,24281.81,24
Navigation,Budget version 2,Jan,7408.28,35332.37,15361.9,15
Navigation,Budget version 2,Feb,23658.92,112835.7,49059,49
Navigation,Budget version 2,Mar,5018.44,23934.7,10406.39,10
Packs,Budget version 1,Apr,9161.47,43692.49,18996.73,19
Packs,Budget version 1,May,21376.24,101949.41,44325.83,44
Packs,Budget version 1,Jun,9161.47,43692.49,18996.73,19
Packs,Budget version 1,Jul,25651.64,122339.92,53191.27,53
Packs,Budget version 2,Aug,9750.85,46503.89,20219.08,20
Packs,Budget version 2,Sep,22961.59,109508.98,47612.6,48
Packs,Budget version 2,Oct,9750.85,46503.89,20219.08,20
Packs,Budget version 2,Nov,27679.82,132010.41,57395.83,57
Rope,Budget version 1,Dec,61344.89,292567.37,127203.2,127
Rope,Budget version 1,Jan,46008.27,219425.33,95402.32,95
Rope,Budget version 1,Feb,33739.92,160912.33,69961.88,70
Rope,Budget version 2,Mar,65290.93,311389.08,135386.56,135
Rope,Budget version 2,Apr,48968.59,233542.2,101540.09,102
Rope,Budget version 2,May,36331.48,173272.87,75336.03,75
Safety,Budget version 1,Jun,7569.03,36097.46,15694.55,16
Safety,Budget version 1,Jul,4540.94,21658.32,9416.66,9
Safety,Budget version 1,Aug,15138.05,72194.93,31389.1,31
Safety,Budget version 1,Sep,4036.66,19251.93,8370.4,8
Safety,Budget version 2,Oct,8185.99,39039.66,16973.77,17
Safety,Budget version 2,Nov,4937.28,23547.82,10238.18,10
Safety,Budget version 2,Dec,16241.18,77459.21,33677.92,34
Safety,Budget version 2,Jan,4288.01,20449.61,8891.13,9
Sleeping Bags,Budget version 1,Feb,7955.12,37940.47,16495.86,16
Sleeping Bags,Budget version 1,Mar,2892.56,13796.97,5998.68,6
Sleeping Bags,Budget version 1,Apr,5424.23,25869.11,11247.44,11
Sleeping Bags,Budget version 1,May,14464.36,68983.25,29992.72,30
Sleeping Bags,Budget version 1,Jun,16995.25,81055.4,35241.48,35
Sleeping Bags,Budget version 2,Jul,8566.57,40855.09,17763.08,18
Sleeping Bags,Budget version 2,Aug,3165.97,15098.66,6564.63,7
Sleeping Bags,Budget version 2,Sep,5773.29,27533.26,11970.98,12
Sleeping Bags,Budget version 2,Oct,15643.13,74605.26,32437.07,32
Sleeping Bags,Budget version 2,Nov,18063.7,86151.85,37457.33,37
Sunscreen,Budget version 1,Dec,1592.44,7592.66,3301.16,3
Sunscreen,Budget version 1,Jan,1977.75,9430.95,4100.41,4
Sunscreen,Budget version 2,Feb,1709.06,8149.74,3543.37,4
Sunscreen,Budget version 2,Mar,2122.73,10125.92,4402.57,4
Tents,Budget version 1,Apr,192649.29,918789.65,399473.76,399
Tents,Budget version 1,May,210019.6,1001631.33,435491.88,435
Tents,Budget version 1,Jun,12632.38,60248.85,26195.15,26
Tents,Budget version 2,Jul,206561.3,985138.79,428321.21,428
Tents,Budget version 2,Aug,225265.6,1074343.94,467106.06,467
Tents,Budget version 2,Sep,13825.33,65934.68,28667.25,29
Tools,Budget version 1,Oct,19331.51,92195.4,40084.96,40
Tools,Budget version 1,Nov,4686.71,22350.14,9717.45,10
Tools,Budget version 1,Dec,2343.36,11175.46,4858.9,5
Tools,Budget version 1,Jan,14449.39,68913.91,29962.57,30
Tools,Budget version 1,Feb,18159.83,86608.07,37655.68,38
Tools,Budget version 2,Mar,20715.93,98798.41,42955.83,43
Tools,Budget version 2,Apr,5027.89,23980.4,10426.26,10
Tools,Budget version 2,May,2514.34,11990.2,5213.13,5
Tools,Budget version 2,Jun,15486.33,73859.07,32112.64,32
Tools,Budget version 2,Jul,19408.73,92563.38,40244.95,40
Watches,Budget version 1,Aug,6737.74,32135.66,13972.03,14
Watches,Budget version 1,Sep,13139.03,62664.7,27245.52,27
Watches,Budget version 1,Oct,4042.96,19281.08,8383.08,8
Watches,Budget version 1,Nov,1684.63,8033.92,3493.01,3
Watches,Budget version 1,Dec,8422.37,40169.58,17465.03,17
Watches,Budget version 2,Jan,7286.94,34754.8,15110.78,15
Watches,Budget version 2,Feb,14053.84,67026.78,29142.08,29
Watches,Budget version 2,Mar,4337.65,20687.57,8994.6,9
Watches,Budget version 2,Apr,1735.06,8275.03,3597.84,4
Watches,Budget version 2,May,9022,43029.83,18708.62,19
Climbing Accessories,Budget version 1,Jun,5907.24,28174.65,12249.85,12
Climbing Accessories,Budget version 2,Jul,6314.61,30114.58,13093.3,13
Eyewear,Budget version 1,Aug,3126.58,14909.55,6482.41,6
Eyewear,Budget version 2,Sep,3399.21,16210.45,7048.02,7
Golf Accessories,Budget version 1,Oct,4860.85,23181.42,10078.88,10
Golf Accessories,Budget version 2,Nov,5224.09,24914.91,10832.57,11
Putters,Budget version 1,Dec,4850.61,23134.15,10058.33,10
Putters,Budget version 2,Jan,5204.4,24821.14,10791.8,11
Rope,Budget version 1,Feb,8179.69,39008.93,16960.4,17
Rope,Budget version 2,Mar,8951.09,42690.22,18560.97,19
Sleeping Bags,Budget version 1,Apr,11932.68,56911.1,24743.96,25
Sleeping Bags,Budget version 2,May,12849.85,61283.43,26644.97,27
Tents,Budget version 1,Jun,52110.14,248525.03,108054.36,108
Tents,Budget version 2,Jul,55299.75,263737.94,114668.67,115
Tools,Budget version 1,Aug,12106.82,57738.45,25103.67,25
Tools,Budget version 2,Sep,12972.77,61868.87,26899.51,27
Woods,Budget version 1,Oct,16524.05,78806.6,34263.74,34
Woods,Budget version 2,Nov,17019.67,81170.44,35291.5,35
Binoculars,Budget version 1,Dec,8009.77,38200.73,16609.01,17
Binoculars,Budget version 1,Jan,2936.71,14007.16,6090.07,6
Binoculars,Budget version 1,Feb,7742.99,36927.5,16055.43,16
Binoculars,Budget version 2,Mar,8525.03,40658.28,17677.51,18
Binoculars,Budget version 2,Apr,3162.69,15082.66,6557.68,7
Binoculars,Budget version 2,May,8249.88,39346.85,17107.33,17
Eyewear,Budget version 1,Jun,1614.3,7698.53,3347.19,3
Eyewear,Budget version 1,Jul,1614.3,7698.53,3347.19,3
Eyewear,Budget version 1,Aug,6226.51,29695.06,12910.9,13
Eyewear,Budget version 1,Sep,11991.64,57190.46,24865.42,25
Eyewear,Budget version 2,Oct,1781.69,8496.26,3694.03,4
Eyewear,Budget version 2,Nov,1781.69,8496.26,3694.03,4
Eyewear,Budget version 2,Dec,6650.75,31718.42,13790.62,14
Eyewear,Budget version 2,Jan,12826.52,61171.81,26596.44,27
Binoculars,Budget version 1,Feb,1869.05,8913.7,3875.52,4
Binoculars,Budget version 1,Mar,2936.71,14007.16,6090.07,6
Binoculars,Budget version 2,Apr,2062.6,9836.45,4276.72,4
Binoculars,Budget version 2,May,3162.69,15082.66,6557.68,7
Eyewear,Budget version 1,Jun,1844.99,8798.61,3825.48,4
Eyewear,Budget version 1,Jul,5534.44,26395.32,11476.23,11
Eyewear,Budget version 2,Aug,2019.18,9628.78,4186.43,4
Eyewear,Budget version 2,Sep,5938.28,28320.34,12313.19,12
Binoculars,Budget version 1,Oct,2135.84,10186.93,4429.1,4
Binoculars,Budget version 1,Nov,6140.72,29287.04,12733.5,13
Binoculars,Budget version 1,Dec,2669.92,12733.4,5536.26,6
Binoculars,Budget version 1,Jan,5606.63,26740.56,11626.33,12
Binoculars,Budget version 1,Feb,5073.06,24193.57,10518.94,11
Binoculars,Budget version 2,Mar,2337.75,11148.4,4847.13,5
Binoculars,Budget version 2,Apr,6462.43,30821.82,13400.79,13
Binoculars,Budget version 2,May,2887.54,13771.24,5987.5,6
Binoculars,Budget version 2,Jun,6050.22,28854.43,12545.4,13
Binoculars,Budget version 2,Jul,5499.92,26231.06,11404.81,11
Eyewear,Budget version 1,Aug,6457.2,30794.62,13388.97,13
Eyewear,Budget version 1,Sep,1383.61,6598.96,2869.11,3
Eyewear,Budget version 1,Oct,11068.88,52791.15,22952.67,23
Eyewear,Budget version 2,Nov,6888.24,32851.47,14283.25,14
Eyewear,Budget version 2,Dec,1424.94,6796.69,2955.08,3
Eyewear,Budget version 2,Jan,11876.04,56640.16,24626.16,25
Binoculars,Budget version 1,Feb,7475.68,35653.74,15501.63,16
Binoculars,Budget version 1,Mar,2669.92,12733.4,5536.26,6
Binoculars,Budget version 1,Apr,6140.72,29287.04,12733.5,13
Binoculars,Budget version 2,May,7975.25,38034.91,16536.92,17
